ticker,name,sector,rating,rating_num,date,debt_to_equity,interest_coverage,current_ratio,net_margin,roa,debt_to_ebitda,log_assets
BG,Bunge,Consumer Staples,BBB+,3,2024-12-31,0.7181478866135378,3.43312101910828,2.1463349024882312,0.021409203886420126,0.0456644845174505,2.8903775883069427,10.396181905200038
YUM,Yum! Brands,Consumer Discretionary,BBB+,3,2024-12-31,50.0,4.914110429447852,1.4743892828999212,0.19684726453834944,0.22090084733164858,4.79173166926677,9.827821427682801
CMG,Chipotle,Consumer Discretionary,BBB+,3,2024-12-31,1.2421175933772957,100.0,1.5234734352754353,0.13559571615434635,0.16667184536395413,1.9569866335317205,9.96399425698012
DPZ,Dominos Pizza,Consumer Discretionary,BBB+,3,2024-12-29,50.0,4.487665288201358,0.5614259436811534,0.12412204955957995,0.33630721243882455,5.167183493617626,9.239803068767845
DG,Dollar General,Consumer Discretionary,BBB+,3,2025-01-31,2.3555537061283918,6.24844706911636,1.1885688154763447,0.02770719162279573,0.036143726925612345,6.502172369485628,10.49321724707892
DLTR,Dollar Tree,Consumer Discretionary,BBB+,3,2025-02-01,1.96877357067431,13.6,1.0607158247824922,-0.17237534488153142,-0.1625241364514053,3.880376610505451,10.270539094260547
ROST,Ross Stores,Consumer Discretionary,BBB+,3,2025-01-31,1.0314445213865184,40.79047754271381,1.6171126114772647,0.098949705618556,0.14026725469784906,1.7391664567602467,10.173341653911903
TJX,TJX Companies,Consumer Discretionary,BBB+,3,2025-01-31,1.5224591921839628,82.92105263157895,1.180141715116279,0.08630234208658623,0.15320167564332735,1.6674931488972986,10.50173005084622
ORLY,OReilly Automotive,Consumer Discretionary,BBB+,3,2024-12-31,50.0,14.611036720168233,0.7050028943062145,0.1428424454434183,0.1602471803424002,2.1238346975898135,10.173003797254845
AZO,AutoZone,Consumer Discretionary,BBB+,3,2025-08-30,50.0,7.416157897764156,0.8762507751278784,0.13191215645706095,0.1290728587131892,2.909723667558138,10.286800445623168
BBY,Best Buy,Consumer Discretionary,BBB+,3,2025-02-01,1.4433760683760684,33.745098039215684,1.0259481037924152,0.0223222885763822,0.06271140576376674,1.8322784810126582,10.169733197942518
EBAY,eBay,Consumer Discretionary,BBB+,3,2024-12-31,1.5244280728964714,8.94980694980695,1.2408986552968186,0.19206457259554605,0.10198812290214304,2.7483397413491786,10.2870175013221
BKNG,Booking Holdings,Consumer Discretionary,BBB+,3,2024-12-31,50.0,5.833976833976834,1.3095801112034255,0.24777791819368972,0.2122852605745633,1.829192546583851,10.4426051789648
EXPE,Expedia,Consumer Discretionary,BBB+,3,2024-12-31,4.194605009633912,5.361788617886178,0.7211079274116523,0.09013220363742605,0.05511881365016973,2.487052551408987,10.350015298234693
MAR,Marriott,Consumer Discretionary,BBB+,3,2024-12-31,50.0,5.420143884892086,0.40293675569429993,0.0946215139442231,0.09071117561683599,3.5133702166897187,10.418002818524435
HLT,Hilton,Consumer Discretionary,BBB+,3,2024-12-31,50.0,4.1652021089630935,0.6961702127659575,0.1373724718095579,0.09290642779324537,4.805044035228183,10.218062617826375
H,Hyatt Hotels,Consumer Discretionary,BBB+,3,2024-12-31,1.1446292641669016,100.0,0.8347587049480758,0.3932038834951456,0.09726808766136295,5.420560747663552,10.124634624019139
WH,Wyndham Hotels,Consumer Discretionary,BBB+,3,2024-12-31,3.793846153846154,3.8372093023255816,1.002145922746781,0.20525568181818182,0.06843476201752309,4.341549295774648,9.625621081424908
NSC,Norfolk Southern,Industrials,BBB+,3,2024-12-31,1.2217251502865931,4.664188351920694,0.8992947813822285,0.21628309824300915,0.06002472414266746,3.1841865549280377,10.640302514519922
CSX,CSX Corp,Industrials,BBB+,3,2024-12-31,1.5188769796832506,6.449519230769231,0.8608058608058609,0.23865199449793673,0.08114301749134786,2.6847165276403224,10.631078320874444
FDX,FedEx,Industrials,BBB+,3,2025-05-31,1.3327634109852533,7.7084917617237005,1.193043929660632,0.04653913518185747,0.046697935567804445,3.56546598056032,10.942637943431793
J,Jacobs Solutions,Industrials,BBB+,3,2025-09-26,0.7443011947625897,5.9239032019096225,1.300940135766551,0.024127451010546076,0.025794009971975205,2.9237560703507937,10.051250372446617
PH,Parker Hannifin,Industrials,BBB+,3,2025-06-30,0.693319690103786,9.926650366748166,1.1943632926619694,0.17788413098236777,0.11971926493524107,1.749216300940439,10.469733675913059
DOV,Dover Corp,Industrials,BBB+,3,2024-12-31,0.4535454147514609,9.196811795290117,2.04163071976807,0.3482000627686176,0.21561207946816574,1.4168517121744595,10.097228147454166
SWK,Stanley Black Decker,Industrials,BBB+,3,2024-12-28,0.7562930767554674,2.707180104292018,1.2970977648518376,0.018632408546307686,0.01310363450791573,4.984354924042022,10.339429576960647
IR,Ingersoll Rand,Industrials,BBB+,3,2024-12-31,0.4892622065035858,6.098030018761726,2.289020836769476,0.11590877677954388,0.04656353762951282,2.724398249452954,10.255508889977852
XYL,Xylem,Industrials,BBB+,3,2024-12-31,0.19968051118210864,22.931818181818183,1.7525684931506849,0.10394767577668769,0.053962287030861575,1.2551683402244536,10.217299658976495
PCAR,PACCAR,Industrials,BBB+,3,2024-12-31,0.9079277313516385,157.3118971061093,2.6372762177915527,0.12363428965238624,0.09585687338923833,2.73612999845076,10.637678816585431
CMI,Cummins,Industrials,BBB+,3,2024-12-31,0.7397527017817155,10.135135135135135,1.3131564892291259,0.1157116884640197,0.12511097019657577,1.1988008835594826,10.498861688992884
AVGO,Broadcom,Technology,BBB+,3,2025-11-02,0.8012596565467697,7.938940809968847,1.7053581073782003,0.3619828760154648,0.13516704463095877,1.876361122313764,11.233229703070721
NXPI,NXP Semiconductors,Technology,BBB+,3,2024-12-31,1.1819666775563542,8.585427135678392,2.357972885732731,0.19898525447915016,0.10293213040803773,2.4545454545454546,10.387122759927585
MCHP,Microchip Technology,Technology,BBB+,3,2025-03-31,0.8004888179365102,1.1785998408910103,2.589645918102329,-0.00011359505634314795,-3.252117128250491e-05,5.446078431372549,10.186803825582249
SNPS,Synopsys,Technology,BBB+,3,2025-10-31,0.5045756432189353,2.048058218741116,1.61507365760697,0.18955447395855335,0.027727650496705395,5.46055928122758,10.683267382276856
CDNS,Cadence Design,Technology,BBB+,3,2024-12-31,0.5531256780137188,17.77343122935828,2.9312198700099628,0.22741304954857125,0.1176094620280034,1.5508908210960546,9.953009390839895
FTNT,Fortinet,Technology,BBB+,3,2024-12-31,0.6656178872673718,90.17,1.470559263181225,0.2930252862755633,0.1787546988149256,0.4516876391223368,9.98958773765944
PANW,Palo Alto Networks,Technology,BBB+,3,2025-07-31,0.043223761566382086,200.0,0.8892463695543315,0.12296264165265955,0.04809511286806186,0.17424008243173622,10.372473807034606
ADSK,Autodesk,Technology,BBB+,3,2025-01-31,0.9763449065242273,100.0,0.6759852455833819,0.18137334855651607,0.10264931228653189,1.6520335700451905,10.034748743146489
INTU,Intuit,Technology,BBB+,3,2025-07-31,0.33683409436834094,19.931174089068826,1.3603664416586307,0.2054590834262652,0.10468640077926294,1.127164685908319,10.56770846112855
ANSS,ANSYS,Technology,BBB+,3,2024-12-31,0.13819967008629017,15.00319755898765,3.00843724500204,0.22622208582255093,0.07150182371307659,0.9258000856301022,9.905873075420313
MSCI,MSCI,Financials,BBB+,3,2024-12-31,50.0,8.23998921832884,0.8476130353784621,0.3883327357877518,0.20368018078983163,2.6499542605222253,9.736032897423701
MCO,Moodys Corp,Financials,BBB+,3,2024-12-31,2.172791023842917,14.563725490196079,1.4342507645259939,0.2903498871331828,0.1327313769751693,2.3233353329334134,10.190471770573346
NDAQ,Nasdaq,Financials,BBB+,3,2024-12-31,0.8817800017871504,100.0,0.985320172108327,0.15094594594594596,0.03674946537259418,4.0113821138211385,10.48280214772046
CBOE,Cboe Global,Financials,BBB+,3,2024-12-31,0.37370314982708663,21.328155339805825,1.776877866972477,0.18681157650506777,0.09820133263149786,1.2609792635811716,9.891487279544926
FIS,Fidelity National,Financials,BBB+,3,2024-12-31,0.7351891960759332,4.868945868945869,0.8510009845749918,0.14318159375925743,0.04291972531375799,3.409453471196455,10.528711068416852
FISV,Fiserv,Financials,BBB+,3,2024-12-31,0.9219742869809369,4.748788368336026,1.0595748521911812,0.15306022682831444,0.040569607131750805,2.823396311799977,10.887482265516208
GPN,Global Payments,Financials,BBB+,3,2024-12-31,0.7547066100208943,3.6049234525683533,0.9654479638761664,0.15539100251793656,0.03349022094249647,3.720640134740986,10.67108259453863
PYPL,PayPal,Financials,BBB+,3,2024-12-31,0.4838614879757065,13.93979057591623,1.2628576153464528,0.13042110890964556,0.05081422847410275,1.4650748924810915,10.911748699407472
AIG,AIG,Financials,BBB+,3,2024-12-31,0.20982573316714095,8.367965367965368,0.0,-0.05148514851485148,-0.00870309071298397,1.125236473704124,11.207693597563077
MET,MetLife,Financials,BBB+,3,2024-12-31,0.6819092730916378,5.421407907425265,0.0,0.06328371866912595,0.006533255985250725,2.538315475383155,11.830881734593861
PRU,Prudential,Financials,BBB+,3,2024-12-31,0.7738949483352469,100.0,0.0,0.038585072515033604,0.0037072433308364613,6.005011135857461,11.866634045364634
AFL,Aflac,Financials,BBB+,3,2024-12-31,0.28730170894321405,32.5736040609137,0.0,0.28455667084901715,0.04629739890784751,1.168458781362007,11.070281742255945
ALL,Allstate,Financials,BBB+,3,2024-12-31,0.3770637067437739,14.4025,10.0,0.07347870581752342,0.04181262710877375,1.2038415723645026,11.047730345532775
TRV,Travelers,Financials,BBB+,3,2024-12-31,0.28829313809933965,15.76530612244898,10.0,0.10767209442577755,0.03753312961280586,1.1023740908467132,11.124468358193365
PGR,Progressive,Financials,BBB+,3,2024-12-31,0.26935250674065103,38.39784946236559,10.0,0.11255192917722948,0.08019291692278595,0.6112983327421071,11.02425984154357
HIG,Hartford Financial,Financials,BBB+,3,2024-12-31,0.2654587462759166,19.34170854271357,10.0,0.11791237113402062,0.03844680351471261,1.0382877526753864,10.908039772917382
DD,DuPont,Materials,BBB+,3,2024-12-31,0.3071092077087794,4.997267759562842,1.325557175588419,0.05675762958178589,0.01918877606725625,2.6057412790697674,10.563908050346287
DOW,Dow Inc,Materials,BBB+,3,2024-12-31,1.0167098818784213,2.7229551451187337,1.6125583203732503,0.02597523508053254,0.019472361809045227,3.3596725057121097,10.758245564168938
NEM,Newmont,Materials,BBB+,3,2024-12-31,0.29978615343491044,14.92987012987013,1.6273366034734191,0.1804170932801638,0.05941542884523239,1.140605136028477,10.750886213224442
FCX,Freeport-McMoRan,Materials,BBB+,3,2024-12-31,0.5538934076559923,21.517241379310345,2.4192139737991267,0.0739736790414457,0.034331242707117855,1.0286257526143445,10.739160795907086
PPG,PPG Industries,Materials,BBB+,3,2024-12-31,0.9425202652910832,9.489626556016598,1.3077383326685281,0.07043231303250237,0.05742808624504708,2.473887814313346,10.288539850670457
IFF,IFF,Materials,BBB+,3,2024-12-31,0.6933554338426059,2.5114754098360654,1.8446803600276944,0.02115987460815047,0.008476645620399762,6.020650813516896,10.457382246430381
ALB,Albemarle,Materials,BBB+,3,2024-12-31,0.362964697043633,-10.726698023777464,1.953893892794376,-0.21932929752454938,-0.07100986902251817,4.482456554680845,10.220360454909322
VMC,Vulcan Materials,Materials,BBB+,3,2024-12-31,0.7179562978838716,7.1365062761506275,1.828504559761117,0.12293568087142914,0.05331252046209251,2.9426494345718903,10.23311800050856
MLM,Martin Marietta,Materials,BBB+,3,2024-12-31,0.6139849783137629,16.01775147928994,2.501968503937008,0.30523255813953487,0.10979636763896533,1.7387657279808268,10.259354927308035
NUE,Nucor,Materials,BBB+,3,2024-12-31,0.3424657534246575,13.06578947368421,2.5065300381756077,0.06595301620355307,0.059723040659988215,1.5492643780650914,10.530711837981658
STLD,Steel Dynamics,Materials,BBB+,3,2024-12-31,0.3744382735857937,34.48341526611887,2.5255188941789273,0.08763396937012233,0.10291998792385763,1.3284986706431545,10.17421200228832
WRB,WR Berkley,Financials,BBB+,3,2024-12-31,0.33840719914245326,17.843720204559244,0.0,0.12875921491937092,0.04328896390065015,1.2792753118073887,10.60817576115575
MTB,M&T Bank,Financials,BBB+,3,2024-12-31,0.47076859475660593,0.7930043124101581,0.21787795627640222,0.19306229019022753,0.012436029888758079,3.5790990047145104,11.318282514840762
KEY,KeyCorp,Financials,BBB+,3,2024-12-31,0.7839458626760564,-0.06563706563706563,0.16599957868127238,-0.01778023191606847,-0.0008601897760300906,10.490704951224002,11.272231599683229
FITB,Fifth Third,Financials,BBB+,3,2024-12-31,0.9657419190633749,0.6080066722268557,0.3816751703153816,0.1773315962909035,0.010867574332987361,5.562005277044855,11.328230735217238
RF,Regions Financial,Financials,BBB+,3,2024-12-31,0.36316348789082165,1.027947598253275,0.27108654754377337,0.20196308545823108,0.012034176297822025,2.5992794235388312,11.196734244450635
HBAN,Huntington Bancshares,Financials,BBB+,3,2024-12-31,0.839564336372847,0.5251311188811189,0.15274797567738724,0.1621937965053089,0.009499094158546736,5.478677685950413,11.31011953734681
CFG,Citizens Financial,Financials,BBB+,3,2024-12-31,0.5112971056320607,0.41467164506918514,0.25387522346179087,0.1222159228962501,0.006937261229950212,5.197401508801341,11.3375011911475
GM,General Motors,Consumer Discretionary,BBB,3,2024-12-31,2.0721239218670724,15.11111111111111,1.127564535397081,0.03205258159857449,0.02147547370791497,6.007768686218626,11.446787171680748
T,AT&T,Communication,BBB,3,2024-12-31,1.35019928716514,3.5968865826538177,0.6649598907663424,0.08949123724823436,0.027730847655112148,3.20112214069918,11.596371643779362
NFLX,Netflix,Communication,BBB,3,2024-12-31,0.7272586850553924,14.494414476585881,1.2180280603231866,0.22336962115246067,0.16243837866952038,0.6838341784654359,10.729410825595734
LUV,Southwest Airlines,Industrials,BBB,3,2024-12-31,0.7785507246376812,1.5,0.918377321603128,0.016919550267438053,0.013777777777777778,3.2636695018226,10.528273777167044
HPQ,HP Inc,Technology,BBB,3,2025-10-31,50.0,7.16205533596838,0.7674140406042792,0.04573650420472014,0.06054729584141349,2.6606356968215157,10.620854077858354
HPE,HP Enterprise,Technology,BBB,3,2025-10-31,0.9059057031756319,9.394285714285715,1.0142433956904597,0.001662001399580126,0.0007509287803335704,8.513513513513514,10.880276106118169
WDC,Western Digital,Technology,BBB,3,2025-06-27,0.9566936546789682,6.53781512605042,1.080841638981174,0.19548319327731092,0.13290958434509356,2.621775025799794,10.146190073315926
STX,Seagate,Technology,BBB,3,2025-06-27,50.0,5.88785046728972,1.3795317220543806,0.16148180718918326,0.18309859154929578,2.576978417266187,9.904336792202495
NTAP,NetApp,Technology,BBB,3,2025-04-30,3.356730769230769,20.890625,1.255040755040755,0.18046256847230677,0.10958144691859928,2.065680473372781,10.034347658446848
JNPR,Juniper Networks,Technology,BBB,3,2024-12-31,0.3659127962877806,3.5891758917589174,1.4555639666919,0.05674471775465153,0.028766986410871304,3.264826557254756,10.000347296685364
CTSH,Cognizant,Technology,BBB,3,2024-12-31,0.10431704608550806,53.55555555555556,2.093165969316597,0.11349817592217268,0.11219072423119303,0.42529711375212226,10.300291066777081
DXC,DXC Technology,Technology,BBB,3,2025-03-31,1.4081759058532053,2.6339622641509433,1.2158240761732033,0.03022298189728848,0.029458538432411967,2.0593297101449277,10.120738405542943
LDOS,Leidos,Technology,BBB,3,2025-01-03,1.1992293744333635,9.466321243523316,1.2118226600985222,0.07526107310046813,0.09569597069597069,2.4934024505183787,10.117403884416344
SAIC,SAIC,Technology,BBB,3,2025-01-31,1.5174381737476221,4.468253968253968,0.826647564469914,0.048402192806524934,0.06900495615707206,3.4481268011527377,9.719828286254335
BAX,Baxter International,Healthcare,BBB,3,2024-12-31,1.931217690982194,0.03431372549019608,1.359698970972201,-0.06101918014291087,-0.02517260103948491,12.051075268817204,10.411316604067547
BDX,Becton Dickinson,Healthcare,BBB,3,2025-09-30,0.7554549035053171,4.205546492659054,1.113316492241068,0.07683501991849444,0.0303298689561681,3.869477506556385,10.742921422599295
BSX,Boston Scientific,Healthcare,BBB,3,2024-12-31,0.5120349104271934,6.808785529715762,1.0814189717143303,0.11070639517525527,0.04706180987434953,2.8306246825799897,10.595441104815295
DXCM,DexCom,Healthcare,BBB,3,2024-12-31,1.2305716731665557,31.57894736842105,1.4670532060027286,0.14287131167865114,0.08885804610995451,2.735962778893941,9.811876494589333
ALGN,Align Technology,Healthcare,BBB,3,2024-12-31,0.03096507385153369,100.0,1.2229676054340792,0.10536652553180635,0.06780195024619444,0.14602998538194265,9.793413180703604
HOLX,Hologic,Healthcare,BBB,3,2025-09-27,0.5203748093266507,16.728337236533957,3.7536839950880068,0.1379587855139617,0.06275166668515458,2.5659861287486567,9.954960913566566
TECH,Bio-Techne,Healthcare,BBB,3,2025-06-30,0.23142388399464667,12.017275825596426,3.459217851679566,0.06018193967867436,0.028695773198616974,2.0475296829971183,9.40787812874671
ILMN,Illumina,Healthcare,BBB,3,2024-12-29,1.1049304677623262,-8.33,1.7750484809308338,-0.27973467520585543,-0.19403458670474377,3.998170173833486,9.799547307125614
A,Agilent,Healthcare,BBB,3,2025-10-31,0.4975522919448153,13.205357142857142,1.9573924158500213,0.18753598157743234,0.10238076530211361,1.827792915531335,10.104726044109974
WAT,Waters Corp,Healthcare,BBB,3,2024-12-31,0.9310010844913363,9.214770788496493,2.1134461442619132,0.21560194795339488,0.1400664720304713,1.642600615610255,9.658373475911816
PKI,PerkinElmer,Healthcare,BBB,3,2024-12-29,0.4307130911503176,11.325853339866079,3.59762364109631,0.09814244947234618,0.021818477305346032,9.523601189360358,10.093158156587712
BIO,Bio-Rad Labs,Healthcare,BBB,3,2024-12-31,0.20926126071270912,5.5010224948875255,6.477768277041471,-0.7185661406584843,-0.19694364647964033,3.268426058012363,9.971466042916118
MTD,Mettler-Toledo,Healthcare,BBB,3,2024-12-31,50.0,15.101686966542054,1.0220109177165075,0.22289760691216548,0.26640131679052986,1.7415351298343107,9.510544876165085
DRI,Darden Restaurants,Consumer Discretionary,BBB,3,2025-05-31,2.6953229784104185,7.551552106430155,0.4172191323692992,0.08691115950549405,0.08338762214983714,3.310500584546711,10.099922232196922
WYNN,Wynn Resorts,Consumer Discretionary,BBB,3,2024-12-31,50.0,1.6454307752647406,1.897768415637459,0.07029752267163078,0.03860991127806421,6.111220006198815,10.113206531656704
LVS,Las Vegas Sands,Consumer Discretionary,BBB,3,2024-12-31,4.768377253814147,3.392022008253095,0.7395276676435097,0.12798725438130643,0.06996999903222685,3.3443579766536966,10.31525642505321
CZR,Caesars,Consumer Discretionary,BBB,3,2024-12-31,6.028866971373587,0.9692890197728229,0.7689260563380281,-0.024722098710538015,-0.008530223995090519,7.006429969247973,10.513084360465145
MGM,MGM Resorts,Consumer Discretionary,BBB,3,2024-12-31,10.53544077174621,3.3627146176928457,1.3019128002260356,0.04330245940601066,0.017677699227642826,13.320152028609279,10.625637813215361
HAS,Hasbro,Consumer Discretionary,BBB,3,2024-12-29,2.9462681409813407,4.030373831775701,1.600299721687005,0.09324144601620118,0.06081731148368374,3.873480976717774,9.802109807607621
MAT,Mattel,Consumer Discretionary,BBB,3,2024-12-31,1.186895599845415,5.845403876269217,2.3765769846692657,0.10071797880341575,0.08279493356136626,2.722045971143444,9.815848865312159
POOL,Pool Corp,Consumer Discretionary,BBB,3,2024-12-31,0.9987891304433181,12.282666666666668,2.0482618759372935,0.08177910819395313,0.12894930918263373,1.9193478047639527,9.527395808481392
LEG,Leggett & Platt,Consumer Discretionary,BBB,3,2024-12-31,2.971569480707862,2.5413271245634457,1.997282608695652,-0.11668491650698057,-0.1396930303692375,5.782105560259667,9.563670899419243
WHR,Whirlpool,Consumer Discretionary,BBB,3,2024-12-31,2.734625419306746,2.430167597765363,0.7154171787518776,-0.019450800915331808,-0.019814735292313354,14.58648111332008,10.212214247419942
LEN,Lennar,Consumer Discretionary,BBB,3,2025-11-30,0.18601067596648854,100.0,4.8915174254909,0.060788691960501635,0.0603587749989929,1.4516293081788274,10.5369425349174
DHI,DR Horton,Consumer Discretionary,BBB,3,2025-09-30,0.2493179112375157,100.0,10.0,0.10467614976759396,0.10107354699023433,1.2457861687184995,10.549875881016707
PHM,PulteGroup,Consumer Discretionary,BBB,3,2024-12-31,0.18598578580170672,200.0,10.0,0.17179866216822356,0.17756876778380354,0.5504827225846779,10.239643849471738
NVR,NVR Inc,Consumer Discretionary,BBB,3,2024-12-31,0.24239134152575062,71.53867472915093,5.074515551128229,0.15952166490840722,0.26358425999233975,0.47208308044173375,9.804887927894812
TOL,Toll Brothers,Consumer Discretionary,BBB,3,2025-10-31,0.35260208280762984,100.0,3.4642604564453467,0.12277924772970011,0.09273405140240275,1.5626732469007794,10.16196260839375
KBH,KB Home,Consumer Discretionary,BBB,3,2025-11-30,0.4217434005086913,100.0,6.973212540338216,0.06875790343307654,0.06181928381502815,2.877586414527223,9.84111966619729
MDC,MDC Holdings,Consumer Discretionary,BBB,3,2024-12-31,0.0,100.0,10.0,1.0,0.06906932382236729,0.0,9.670226457866104
TSLA,Tesla,Consumer Discretionary,BBB,3,2024-12-31,0.18683910962379824,20.217142857142857,2.024912390270983,0.07298597604667827,0.05840910952732039,0.9262306227903182,11.086608944572948
F,Ford,Consumer Discretionary,BBB-,3,2024-12-31,3.5878666220586597,4.59419014084507,1.1648433917592342,0.03177975263795191,0.020613893602995835,11.299662826636697,11.455143430050411
DELL,Dell,Technology,BBB-,3,2025-01-31,50.0,4.410891089108911,0.7786661508371483,0.04805005912082622,0.057582825470870014,2.5630672926447575,10.901708908387594
DAL,Delta Airlines,Industrials,BBB-,3,2024-12-31,1.4889818871379061,8.025435073627845,0.3691038620172478,0.056080982431095175,0.04586583877301916,2.8758524880020206,10.877210039451699
WBA,Walgreens,Healthcare,BBB-,3,2024-08-31,3.2330301579703207,-29.203319502074688,0.6802582272845323,-0.058486502593831695,-0.10656860446462726,1.524649302216383,10.908683355013109
KR,Kroger,Consumer Staples,BBB-,3,2025-02-01,3.027398913699457,8.38562091503268,0.9581555834378921,0.0181140950089381,0.050649992397749734,3.282554639445099,10.7211178288512
APA,APA Corp,Energy,BBB-,3,2024-12-31,1.1670454545454545,8.440633245382585,1.1519458544839256,0.08257163397350313,0.04146467251160392,1.4762817441303306,10.287577809078705
DVN,Devon Energy,Energy,BBB-,3,2024-12-31,0.6348647902869757,9.401496259351621,1.0356603203384709,0.18571336802209804,0.09482108301354587,1.238460503296999,10.484143180298343
OXY,Occidental Petroleum,Energy,BBB-,3,2024-12-31,0.7934658508738546,5.078297872340426,0.952631026152715,0.11229196649322853,0.03561355257768155,2.130482628517529,10.931686654114188
MRO,Marathon Oil,Energy,BBB-,3,2023-12-31,0.4844265952699688,6.553935860058309,0.40005099439061703,0.24254721398470422,0.07938697318007663,1.2118776512614422,10.291701770729981
HAL,Halliburton,Energy,BBB-,3,2024-12-31,0.8349514563106796,8.493333333333334,2.0466115702479337,0.10900453277545327,0.09774494860671434,1.84169640982574,10.408019369129766
BKR,Baker Hughes,Energy,BBB-,3,2024-12-31,0.3564960047351287,15.56060606060606,1.324840274035871,0.10704660605842826,0.07765294684982926,1.309632528810611,10.583912561806796
NOV,NOV Inc,Energy,BBB-,3,2024-12-31,0.37421580928481807,10.945054945054945,2.458457605453771,0.07163000564015792,0.055892967168383066,1.8861660079051383,10.055416559840488
CF,CF Industries,Materials,BBB-,3,2024-12-31,0.6511534603811434,14.429752066115702,3.0806845965770173,0.20518867924528303,0.09045002227833061,1.148619957537155,10.129238610131926
MOS,Mosaic,Materials,BBB-,3,2024-12-31,0.3875322232285933,2.7021739130434783,1.07839282717618,0.015724457870320424,0.007629558541266794,2.8326437074288626,10.360290399785711
FMC,FMC Corp,Materials,BBB-,3,2024-12-31,0.7790306406685237,2.7765055131467347,1.6422562268150502,0.08004992816937896,0.029167703568946136,4.740846216436127,10.066448926979822
CTVA,Corteva,Materials,BBB-,3,2024-12-31,0.11362394383958972,8.995708154506438,1.4535913730021182,0.05364324580080435,0.022216778934476423,0.9882998171846435,10.610926193408705
IP,International Paper,Materials,BBB-,3,2024-12-31,0.7161385048329867,1.1069767441860465,1.5086895255988728,0.029915677533702133,0.02442982456140351,3.109989373007439,10.357934847000454
PKG,Packaging Corp,Materials,BBB-,3,2024-12-31,0.629314259763851,26.60144927536232,3.227835463258786,0.09603616714181766,0.09114477199655843,1.6988476155449308,9.946118063779265
WRK,WestRock,Materials,BBB-,3,2023-09-30,0.9680478538196752,-2.824705662492992,1.421535146562589,-0.08119153126538652,-0.060086650123707806,3.5638740778613687,10.438442663202956
SEE,Sealed Air,Materials,BBB-,3,2024-12-31,7.219215372297838,2.5552083333333333,1.1567104860898807,0.04908578422282387,0.03769527634183507,4.566393193558189,9.846467009854333
AVY,Avery Dennison,Materials,BBB-,3,2024-12-28,1.3632314146088311,9.635897435897435,1.0754908125480334,0.08050755507840607,0.08387472930201566,2.2797425327258263,9.924496379034112
BEN,Franklin Resources,Financials,BBB-,3,2025-09-30,1.101185646392555,6.365648050579558,2.7125510366403307,0.05984699054807484,0.016216483411238772,9.409197028652281,10.510119890628806
IVZ,Invesco,Financials,BBB-,3,2024-12-31,0.5183002630512572,14.346551724137932,3.1419797687861273,0.1277072688313829,0.028686840263764907,6.071606726204844,10.431506896899107
TROW,T Rowe Price,Financials,BBB-,3,2024-12-31,0.02693950934714946,100.0,8.005447117566954,0.29605559941355586,0.15588628266033255,0.09349838969404187,10.129432074155574
NTRS,Northern Trust,Financials,BBB-,3,2024-12-31,1.2506255669200212,0.3506169909824395,0.452282177576772,0.1279384716168208,0.013061030786761359,4.736990196368806,11.191753853009919
STT,State Street,Financials,BBB-,3,2024-12-31,1.4527758035220721,0.3749723878948531,0.5083738441263284,0.12228644245210031,0.007606726305061714,9.19825,11.548069876093727
BK,Bank of NY Mellon,Financials,BBB-,3,2024-12-31,1.099859625344886,0.27461845503639354,0.6456653055714913,0.1145298713119106,0.010887748038763268,5.939615736505032,11.619160140023368
CMA,Comerica,Financials,BBB-,3,2024-12-31,1.0198685618217942,0.5077186963979416,0.23331400542226263,0.13979571399959945,0.008802350656393053,6.78150406504065,10.899256757202963
ZION,Zions Bancorp,Financials,BBB-,3,2024-12-31,0.7130960156760288,0.5432098765432098,0.16332245102963336,0.15701982775886242,0.008831315122500703,3.8441901408450705,10.948290680973653
FRC,First Republic Bank,Financials,BBB-,3,2022-12-31,0.8757881462799496,3.411036036036036,0.7956716417910448,0.2884115711068768,0.007830172263789804,4.743557901272896,11.327642921200692
SBNY,Signature Bank,Financials,BBB-,3,2022-12-31,1.533356811551483,1.729456957270077,0.27710358593687534,0.360257144658555,0.012114939908974196,6.907713264759986,11.042826059176901
